transaction_id,user_id,timestamp,amount,currency,channel,payment_method,merchant_id,merchant_category_code,merchant_category_desc,merchant_risk_score,device_id,device_type,device_fingerprint_score,ip_country,billing_country,is_cross_border,hour_of_day,is_night_time,time_since_last_txn_sec,txn_velocity_1h,txn_velocity_24h,amount_vs_user_avg_ratio,account_age_days,account_creation_channel,kyc_verification_level,credit_score_band,historical_avg_amount,historical_txn_count,num_devices_used,num_linked_accounts,behavioral_score,login_anomaly_score,password_reset_recent,mfa_enabled,prior_fraud_flags,shared_device_n_accounts,shared_ip_n_accounts,community_cluster_id,num_beneficiaries_30d,beneficiary_account_age_days,text_similarity_to_phishing_corpus,llm_generated_content_prob,voice_authenticity_score,deepfake_video_score,document_authenticity_score,image_manipulation_score,refund_count_30d,refund_to_purchase_ratio,structuring_score,is_fraud,attack_type,attack_category,genai_capability,fraud_severity,is_blended_attack,ground_truth_source
TXN500424347578,U4217780,2026-07-18 19:13:03,68.58,USD,digital_wallet,upi,MID123831,7995,Betting / Gambling,0.168,DEV31371451,mac_desktop,0.812,SG,SG,False,19,False,4406.299122297518,0,2,1.46,1580,api_partner_onboarding,basic_document,super_prime,46.83,26,3,0,0.776,0.129,False,True,0,1,1,CLUSTER5098,0,85.5280241418145,,,,,,,0,,0.118,0,legitimate,legitimate,none,0.0,False,synthetic
TXN663919149097,U1767089,2026-06-30 08:56:43,131.91,USD,digital_wallet,prepaid_card,MID915144,5999,Misc Retail,0.14,DEV78955121,linux_desktop,0.908,DE,DE,False,8,False,23496.74032476917,0,0,0.94,1129,mobile_app_remote,video_verified,near_prime,140.34,276,3,1,0.939,0.061,False,True,0,1,2,CLUSTER2745,0,702.5443249907396,,,,,,,0,,0.116,0,legitimate,legitimate,none,0.0,False,synthetic
TXN660252166684,U6260137,2026-06-19 07:23:15,176.87,USD,mobile_app,debit_card,MID915618,8299,Educational Services,0.212,DEV38400537,mac_desktop,0.938,SG,SG,False,7,False,10799.572451856937,1,2,0.96,679,mobile_app_remote,video_verified,subprime,184.61,468,3,0,0.816,0.145,False,True,0,1,2,CLUSTER3977,0,92.47487606554878,,,,,,,0,,0.017,0,legitimate,legitimate,none,0.0,False,synthetic
TXN732889616438,U8662105,2026-06-02 23:35:18,3.27,USD,card_not_present_online,digital_wallet,MID243654,4829,Betting / Gambling,0.7755183284416091,DEV44077332,android_mobile,0.863,SG,SG,False,23,False,25957.954597137537,3,2,0.76,569,api_partner_onboarding,in_branch_verified,super_prime,20.17,644,3,0,0.834,0.092,False,True,0,1,1,CLUSTER6870,0,899.7941679550726,,,,,,,0,,0.570414547087697,1,merchant_fraud,merchant,text_generation,0.846,False,synthetic
TXN984578559069,U4011520,2026-08-27 08:07:38,142.18,USD,card_not_present_online,credit_card,MID469676,4829,Money Transfer,0.272,DEV16445511,ios_mobile,0.0812144341482333,VN,DE,True,8,False,490.74512813929283,4,0,7.72,2658,web_remote,video_verified,near_prime,18.42,968,3,1,0.31691618317152825,0.7017247335424823,True,False,0,1,2,CLUSTER3870,0,585.8624860349599,,,,,,,0,,0.095,1,account_takeover,access,credential_stuffing_automation,0.737,False,synthetic
TXN704422260854,U6928387,2026-06-20 20:59:49,26.66,USD,digital_wallet,upi,MID815975,5812,Restaurants,0.469,DEV21258479,windows_desktop,0.909,AU,AU,False,20,False,15300.928157478342,0,1,1.16,180,mobile_app_remote,video_verified,prime,22.89,789,1,1,0.854,0.0,False,True,0,1,1,CLUSTER5509,0,480.01088058947875,,,,,,,0,,0.074,0,legitimate,legitimate,none,0.0,False,synthetic
TXN554669622494,U0442933,2026-06-02 15:51:39,326.79,USD,digital_wallet,upi,MID543850,4899,Cable / Streaming Services,0.056,DEV94343551,linux_desktop,0.5521009833724019,AE,AE,False,15,False,5265.260121087222,1,1,5.11,17,agent_assisted,basic_document,thin_file,63.99,4,1,0,0.34167513854706,0.069,False,True,0,1,1,CLUSTER8821,0,844.5934568772088,,0.41317229163285335,,,0.3893381521731216,0.45844938604656094,0,,0.014,1,synthetic_identity_fraud+synthetic_document_fraud,identity+document,text_generation+image_generation,0.961,True,synthetic
TXN740773072002,U3249507,2026-07-05 06:32:53,23.09,USD,phone_banking,prepaid_card,MID132140,8299,Educational Services,0.049,DEV53955490,mac_desktop,0.804,CA,CA,False,6,False,1191.2650427404951,0,1,0.63,599,agent_assisted,unverified,prime,36.83,447,2,0,0.945,0.131,False,False,0,1,1,CLUSTER7678,1,498.5003898440808,,,,,,,0,,0.119,0,legitimate,legitimate,none,0.0,False,synthetic
TXN851622810427,U6417270,2026-07-27 10:03:20,92.83,USD,mobile_app,credit_card,MID783471,5812,Restaurants,0.306,DEV23401117,mac_desktop,0.765,ZA,SG,True,10,False,9794.43187947006,0,1,2.12,2171,api_partner_onboarding,in_branch_verified,super_prime,43.7,590,3,0,0.733,0.081,False,False,0,1,2,CLUSTER5903,0,741.3797947966611,,,,,,,0,,0.034,0,legitimate,legitimate,none,0.0,False,synthetic
TXN897629839617,U3735340,2026-08-24 11:23:15,581.25,USD,card_not_present_online,digital_wallet,MID458718,6051,Crypto / Digital Currency,0.136,DEV90160721,mac_desktop,0.792,MX,NL,True,11,False,9231.80863069757,1,2,0.98,14,agent_assisted,basic_document,thin_file,46.37,1,1,1,0.32,0.106,False,False,0,1,2,CLUSTER5021,0,151.03035180293185,,0.6259779535627239,,,0.3115683909128194,0.699638550201234,0,,0.107,1,synthetic_document_fraud,document,image_generation,0.693,False,synthetic
TXN798428999185,U6525924,2026-07-05 04:27:26,81.25,USD,card_present,digital_wallet,MID340708,7995,Betting / Gambling,0.27,DEV26963066,linux_desktop,0.848,JP,JP,False,4,True,56452.236910221516,0,0,1.37,1228,in_branch,in_branch_verified,near_prime,59.46,24,2,0,0.811,0.081,False,False,0,1,1,CLUSTER3149,1,631.7305357182083,,,,,,,0,,0.141,0,legitimate,legitimate,none,0.0,False,synthetic
TXN829289516113,U0983121,2026-08-08 03:03:30,2608.21,USD,card_not_present_online,bank_transfer,MID447596,4829,Money Transfer,0.097,DEV71269438,mac_desktop,0.762,DE,DE,False,3,True,77891.70041033658,0,3,1.67,607,in_branch,basic_document,super_prime,102.47,676,2,0,0.868,0.119,False,True,0,1,1,CLUSTER7990,10,0.06676844014293826,0.8411232136059424,0.9229758706714611,,,,,0,,0.15908870436676062,1,payment_diversion_invoice_fraud,social_engineering,text_generation,0.858,False,synthetic
TXN270840861246,U5270459,2026-07-20 09:17:39,324.51,USD,digital_wallet,digital_wallet,MID206167,4899,Cable / Streaming Services,0.088,DEV43308264,windows_desktop,0.06648972090807537,EG,SG,True,9,False,291.75880567502566,8,3,5.72,2218,agent_assisted,basic_document,super_prime,56.78,569,1,1,0.33536621255403765,0.952886042965053,True,False,0,1,2,CLUSTER1248,0,636.6539325893384,,,,,,,0,,0.133,1,account_takeover,access,credential_stuffing_automation,0.751,False,synthetic
TXN427697929714,U2599690,2026-08-24 11:19:02,82.51,USD,mobile_app,prepaid_card,MID707361,5691,Apparel,0.284,DEV25282656,ios_mobile,0.82,US,US,False,11,False,2551.790574927556,0,2,1.03,913,api_partner_onboarding,video_verified,prime,22.02,521,1,1,0.871,0.066,False,False,0,1,2,CLUSTER3913,1,642.9929263442278,0.35504673549904775,0.8734292283539771,,,,,8,0.9588654653816765,0.019,1,refund_fraud,merchant,text_generation,0.546,False,synthetic
TXN571566604660,U7352125,2026-08-10 21:40:18,142.77,USD,mobile_app,debit_card,MID966512,7011,Hotels / Lodging,0.003,DEV37568304,ios_mobile,0.825,JP,JP,False,21,False,53921.72426646644,0,1,1.18,2144,mobile_app_remote,basic_document,prime,120.86,881,2,0,0.777,0.1,False,True,0,1,1,CLUSTER1751,0,780.2392115203768,,,,,,,0,,0.005,0,legitimate,legitimate,none,0.0,False,synthetic
TXN925828287670,U2422595,2026-06-11 01:08:49,100.41,USD,card_not_present_online,debit_card,MID866086,7995,Betting / Gambling,0.134,DEV81507144,ios_mobile,0.827,JP,JP,False,1,True,33517.45751582331,1,0,1.26,1151,agent_assisted,in_branch_verified,subprime,79.89,456,3,0,0.955,0.022,False,False,0,1,1,CLUSTER8199,0,304.3256449912657,,,,,,,0,,0.024,0,legitimate,legitimate,none,0.0,False,synthetic
TXN798036521664,U9992991,2026-08-04 04:29:20,296.61,USD,mobile_app,credit_card,MID205899,6011,ATM / Cash Disbursement,0.043,DEV12625552,ios_mobile,0.839,IT,IT,False,4,True,27075.16402554023,0,0,1.92,7,in_branch,basic_document,thin_file,43.21,3,1,0,0.551,0.104,False,True,0,1,2,CLUSTER4465,1,492.8165190042546,,0.5743750818504939,,,0.08050324640581295,0.7481521182797032,0,,0.055,1,synthetic_document_fraud,document,image_generation,0.824,False,synthetic
TXN246229454165,U4545007,2026-08-25 09:32:01,4219.67,USD,card_present,prepaid_card,MID364978,6051,Money Transfer,0.8110936535911892,DEV93970279,android_mobile,0.842,SE,SE,False,9,False,45474.23636609803,3,2,1.69,826,in_branch,in_branch_verified,near_prime,50.43,386,3,1,0.849,0.056,False,True,0,1,1,CLUSTER7278,0,540.8865218722112,,,,,,,0,,0.1498140395320099,1,merchant_fraud,merchant,text_generation,0.714,False,synthetic
TXN707609689456,U3640674,2026-08-21 06:50:17,260.75,USD,card_not_present_online,credit_card,MID815599,6051,Crypto / Digital Currency,0.066,DEV98881290,linux_desktop,0.957,CA,CA,False,6,False,63712.77805130267,0,1,0.79,85,api_partner_onboarding,basic_document,thin_file,32.36,3,1,0,0.52,0.059,False,False,0,1,1,CLUSTER6941,0,135.05407326048564,,0.49292121116064436,,,0.13424051755011976,0.9155528619935785,0,,0.121,1,synthetic_document_fraud,document,image_generation,0.838,False,synthetic
TXN348959818796,U9260770,2026-07-17 23:26:19,49.12,USD,p2p_transfer,bank_transfer,MID931464,4829,Money Transfer,0.143,DEV81222847,mac_desktop,0.863,US,US,False,23,True,6629.425217313458,0,0,0.97,1505,in_branch,video_verified,near_prime,28.49,825,3,0,0.6704775866493369,0.04,False,True,0,1,1,CLUSTER1797,1,2.5207895310951227,0.8315176397117038,0.7692027370196219,,,,,0,,0.17771363915296215,1,payment_diversion_invoice_fraud+ai_phishing,social_engineering,text_generation,0.989,True,synthetic
TXN474079182803,U6876932,2026-07-03 06:13:37,57.86,USD,mobile_app,digital_wallet,MID578859,5732,Direct Marketing / Adult,0.179,DEV89337126,mac_desktop,0.852,SG,SG,False,6,False,45381.694156417725,0,1,0.79,719,in_branch,basic_document,near_prime,57.37,647,3,0,0.917,0.077,False,True,0,1,1,CLUSTER7132,1,885.1671529712482,0.34902852438484266,0.6796663475704109,,,,,12,0.9383426428447481,0.002,1,refund_fraud,merchant,text_generation,0.395,False,synthetic
TXN403046934921,U2458155,2026-06-30 02:35:54,56.26,USD,digital_wallet,debit_card,MID713044,6051,Crypto / Digital Currency,0.236,DEV64116534,mac_desktop,0.815,US,US,False,2,True,90444.6194830069,0,1,0.91,509,web_remote,video_verified,prime,61.99,594,2,0,0.771,0.109,False,True,0,1,2,CLUSTER6749,0,689.7159184670535,,,,,,,0,,0.009,0,legitimate,legitimate,none,0.0,False,synthetic
TXN282827669707,U1456563,2026-06-19 07:59:15,4952.26,USD,card_not_present_online,bank_transfer,MID409269,4829,Money Transfer,0.301,DEV27479888,ios_mobile,0.957,SE,SE,False,7,False,4472.977365029623,0,0,1.15,2701,agent_assisted,basic_document,super_prime,59.96,1024,2,0,0.821,0.031,False,True,0,1,2,CLUSTER2364,8,1.8394046077940163,0.7035892719946115,0.9737874356617738,,,,,0,,0.15165661390694882,1,payment_diversion_invoice_fraud,social_engineering,text_generation,0.967,False,synthetic
TXN379330027767,U4469123,2026-07-16 04:07:35,75.01,USD,card_present,digital_wallet,MID878147,4111,Transit / Transportation,0.039,DEV83933318,ios_mobile,0.831,JP,JP,False,4,True,33064.219742033216,0,1,1.91,1218,in_branch,basic_document,prime,39.35,143,3,0,0.988,0.068,False,False,0,1,2,CLUSTER3643,0,188.6786879974304,,,,,,,0,,0.049,0,legitimate,legitimate,none,0.0,False,synthetic
TXN543025198423,U3424904,2026-08-23 08:38:43,1087.12,USD,p2p_transfer,prepaid_card,MID853715,7995,Betting / Gambling,0.289,DEV54131627,mac_desktop,0.807,DE,DE,False,8,False,102286.80432937887,0,0,0.84,630,mobile_app_remote,unverified,near_prime,38.85,116,2,0,0.7475984938335388,0.031,False,True,0,1,2,CLUSTER6733,3,2.6568540092722115,0.7899596927391407,0.8044272301215506,,,,,0,,0.29983421754685324,1,ai_phishing,social_engineering,text_generation,0.541,False,synthetic
TXN169985959308,U7013258,2026-06-29 05:11:57,25.36,USD,mobile_app,prepaid_card,MID178032,5732,Electronics Stores,0.058,DEV35427843,linux_desktop,0.811,JP,JP,False,5,False,2604.016021431981,0,0,1.33,953,in_branch,video_verified,near_prime,19.04,272,1,0,0.987,0.149,False,True,0,1,1,CLUSTER5076,0,393.3988894769693,,,,,,,0,,0.085,0,legitimate,legitimate,none,0.0,False,synthetic
TXN752644210126,U6331935,2026-07-09 04:06:52,110.67,USD,digital_wallet,debit_card,MID829839,6051,Crypto / Digital Currency,0.518,DEV31781889,mac_desktop,0.18879585409819621,ID,US,True,4,True,596.0590598823163,2,0,2.39,1350,web_remote,video_verified,prime,46.29,623,3,0,0.32754719892984224,0.8341615463136535,True,False,0,1,2,CLUSTER2863,0,405.7537573876222,,,,,,,0,,0.121,1,account_takeover,access,credential_stuffing_automation,0.881,False,synthetic
TXN396870015437,U5635400,2026-06-08 17:52:25,43.85,USD,atm,bank_transfer,MID572303,4722,Travel Agencies,0.307,DEV58091421,android_mobile,0.766,SG,SG,False,17,False,5653.215650550144,0,0,1.42,1846,agent_assisted,basic_document,prime,30.82,721,1,1,0.865,0.115,False,False,0,1,1,CLUSTER2703,2,552.2521471648014,,,,,,,0,,0.096,0,legitimate,legitimate,none,0.0,False,synthetic
TXN270311731565,U9245964,2026-08-25 02:46:47,255.27,USD,card_not_present_online,prepaid_card,MID518456,5661,Shoe Stores,0.276,DEV37826097,ios_mobile,0.5489485413546539,SE,SE,False,2,True,26300.300533582405,0,3,8.57,7,agent_assisted,basic_document,thin_file,29.8,1,1,1,0.25320306079046295,0.104,False,False,0,1,1,CLUSTER1166,0,838.4764716480411,,0.7366869588455881,,,0.46927041176770135,0.33009218384376315,0,,0.092,1,synthetic_identity_fraud,identity,text_generation,0.807,False,synthetic
TXN314872147535,U2255874,2026-06-05 01:47:15,4542.05,USD,card_not_present_online,bank_transfer,MID272317,4829,Money Transfer,0.179,DEV93694610,android_mobile,0.824,SG,SG,False,1,True,39826.28877671252,0,2,1.0,2506,api_partner_onboarding,basic_document,prime,59.13,251,1,0,0.966,0.048,False,True,0,1,1,CLUSTER6724,10,1.7678845487565342,0.8502518216024116,0.8052899411122566,,,,,0,,0.13564347702386245,1,payment_diversion_invoice_fraud,social_engineering,text_generation,0.797,False,synthetic
TXN818391820419,U0652491,2026-07-11 17:33:19,0.61,USD,card_present,bank_transfer,MID675938,7995,Betting / Gambling,0.7267390691212406,DEV96525952,windows_desktop,0.887,SG,DE,True,17,False,39624.60006240749,5,0,1.24,479,web_remote,video_verified,subprime,95.66,652,1,0,0.859,0.052,False,True,0,1,1,CLUSTER1128,1,302.0770780742286,,,,,,,0,,0.6468628336002529,1,merchant_fraud,merchant,text_generation,0.834,False,synthetic
TXN679610951371,U0659150,2026-07-15 20:45:46,303.84,USD,p2p_transfer,debit_card,MID183520,6011,ATM / Cash Disbursement,0.1,DEV78193161,windows_desktop,0.947,US,US,False,20,True,2870.826661990734,0,1,0.66,499,web_remote,unverified,prime,66.74,89,2,1,0.598,0.5251709477525484,False,True,0,1,1,CLUSTER9217,0,4.235113585209066,,0.8933148821087739,0.3365188951080253,,,,0,,0.043,1,voice_cloning_fraud,social_engineering,voice_synthesis,0.79,False,synthetic
TXN508045305972,U5458349,2026-06-27 06:03:07,39.53,USD,mobile_app,digital_wallet,MID274800,5691,Betting / Gambling,0.03,DEV67457647,ios_mobile,0.839,SE,SE,False,6,False,35684.62585432523,0,3,0.66,837,mobile_app_remote,unverified,near_prime,79.43,359,3,0,0.884,0.034,False,False,0,1,2,CLUSTER7142,0,507.1119317332434,0.12714366693984214,0.5023958453711899,,,,,3,0.9869005463374813,0.118,1,refund_fraud,merchant,text_generation,0.447,False,synthetic
TXN337704283682,U8446050,2026-07-06 22:40:31,19.55,USD,atm,credit_card,MID906463,7011,Hotels / Lodging,0.235,DEV72863380,linux_desktop,0.955,JP,JP,False,22,False,31285.20374316,0,0,0.51,1184,agent_assisted,basic_document,prime,38.64,782,3,0,0.745,0.03,False,True,0,1,1,CLUSTER3013,0,844.0399569541254,,,,,,,0,,0.045,0,legitimate,legitimate,none,0.0,False,synthetic
TXN808376673039,U6910919,2026-08-27 20:16:21,21.21,USD,atm,bank_transfer,MID466839,5921,Liquor Stores,0.243,DEV14161715,android_mobile,0.879,JP,JP,False,20,False,2903.1432923694515,0,2,1.15,1977,in_branch,basic_document,near_prime,18.51,889,2,1,0.716,0.128,False,False,0,1,1,CLUSTER2222,1,658.073015146549,,,,,,,0,,0.057,0,legitimate,legitimate,none,0.0,False,synthetic
TXN567314023093,U1191276,2026-06-20 13:52:45,107.34,USD,phone_banking,debit_card,MID847190,5921,Liquor Stores,0.219,DEV35460383,linux_desktop,0.878,AU,AU,False,13,False,2991.3410591065776,0,3,1.72,782,web_remote,basic_document,prime,62.4,389,2,1,0.987,0.006,False,False,0,1,2,CLUSTER4173,1,228.12343834698567,,,,,,,0,,0.007,0,legitimate,legitimate,none,0.0,False,synthetic
TXN717436589824,U9911319,2026-08-16 03:08:07,33.67,USD,atm,credit_card,MID301597,5964,Direct Marketing / Catalog,0.137,DEV99655568,android_mobile,0.916,SE,SE,False,3,True,43206.591284012226,1,1,1.12,2289,in_branch,in_branch_verified,near_prime,29.99,899,3,0,0.932,0.081,False,False,1,1,2,CLUSTER5131,0,499.4377061809415,,,,,,,0,,0.102,0,legitimate,legitimate,none,0.0,False,synthetic
TXN746669165627,U0185481,2026-08-05 17:39:46,53.87,USD,card_not_present_online,upi,MID284943,5999,Shoe Stores,0.489,DEV11888284,windows_desktop,0.973,CA,CA,False,17,False,13682.986130460984,0,2,1.35,712,in_branch,in_branch_verified,prime,95.25,670,2,0,0.946,0.004,False,False,0,1,2,CLUSTER9208,0,660.9467991883704,0.2313956592277612,0.5293774052214295,,,,,5,0.8912322709189315,0.124,1,refund_fraud,merchant,text_generation,0.465,False,synthetic
TXN758581667407,U2872593,2026-07-22 04:51:31,2559.2,USD,card_not_present_online,bank_transfer,MID408386,4829,Money Transfer,0.29,DEV94481275,ios_mobile,0.874,SE,SE,False,4,True,16425.561769137992,0,0,0.69,1089,web_remote,basic_document,super_prime,25.93,964,1,1,0.85,0.06,False,True,0,1,2,CLUSTER1695,9,1.2748233562391051,0.7378103391752844,0.807692212525489,,,,,0,,0.0619269295121347,1,payment_diversion_invoice_fraud,social_engineering,text_generation,0.814,False,synthetic
TXN890959287061,U8082303,2026-06-18 16:46:59,20.33,USD,atm,credit_card,MID310714,5964,Direct Marketing / Catalog,0.047,DEV36987388,ios_mobile,0.833,GB,GB,False,16,False,82232.23805419491,1,1,1.0,1018,in_branch,in_branch_verified,near_prime,20.23,395,3,0,0.974,0.105,False,False,0,1,1,CLUSTER7057,0,890.0721981805218,,,,,,,0,,0.018,0,legitimate,legitimate,none,0.0,False,synthetic
TXN752245764203,U3408422,2026-07-26 14:47:53,25.98,USD,card_present,credit_card,MID168480,4111,Transit / Transportation,0.089,DEV82966997,ios_mobile,0.789,KR,JP,True,14,False,35298.85388629246,0,3,0.69,2315,agent_assisted,basic_document,prime,37.53,363,1,0,0.934,0.101,False,False,0,1,1,CLUSTER3237,0,612.9966197115093,,,,,,,0,,0.023,0,legitimate,legitimate,none,0.0,False,synthetic
TXN133250232303,U7032840,2026-08-15 04:44:05,270.0,USD,mobile_app,debit_card,MID145768,6012,Financial Institutions - Merchandise/Services,0.319,DEV32581652,mac_desktop,0.06074962237587665,BD,DE,True,4,True,56.9050528272716,5,3,11.98,1830,web_remote,in_branch_verified,prime,22.54,145,2,0,0.30075532093635315,0.9647080151069372,False,False,0,1,1,CLUSTER4663,0,223.7982342464277,,,,,,,0,,0.136,1,account_takeover,access,credential_stuffing_automation,0.899,False,synthetic
TXN560808176240,U8418479,2026-07-19 22:51:25,2452.3,USD,card_not_present_online,bank_transfer,MID517921,4829,Money Transfer,0.502,DEV69144576,linux_desktop,0.846,AU,AU,False,22,False,6600.545279982484,0,0,1.21,1958,in_branch,basic_document,near_prime,28.91,667,1,1,0.763,0.017,False,False,0,1,1,CLUSTER9462,3,0.00012268558159811427,0.637818321286748,0.8480910872999587,,,,,0,,0.004930386205492066,1,payment_diversion_invoice_fraud,social_engineering,text_generation,0.753,False,synthetic
TXN487009684447,U4845756,2026-07-17 14:12:49,184.85,USD,phone_banking,upi,MID606611,8011,Healthcare,0.139,DEV33708182,ios_mobile,0.0447519217894122,ID,CA,True,14,True,154.3969004623229,4,2,18.48,775,mobile_app_remote,in_branch_verified,near_prime,6.41,205,2,2,0.2171889965041625,0.9015492233795076,True,False,0,1,2,CLUSTER3687,0,0.500429864978274,,0.8717489917795229,0.14816426302270333,,,,0,,0.052,1,voice_cloning_fraud+account_takeover,social_engineering+access,voice_synthesis+credential_stuffing_automation,0.978,True,synthetic
TXN160924594038,U0320943,2026-08-28 03:51:19,81.62,USD,phone_banking,debit_card,MID589734,5411,Grocery Stores,0.345,DEV86658691,ios_mobile,0.872,SG,SG,False,3,True,4067.7467229868626,1,0,1.69,1868,api_partner_onboarding,in_branch_verified,subprime,48.41,115,1,0,0.831,0.009,False,True,0,1,2,CLUSTER3881,1,510.4811668574948,,,,,,,0,,0.084,0,legitimate,legitimate,none,0.0,False,synthetic
